# word	phonemes	register
গেটটি	g e T T i	unknown
গেটম্যান	g e T m A n	unknown
গেটশহ	g e T sh o h o	unknown
গেটস	g e T sh	unknown
গেটসংলগ্ন	g e T sh o ng l o g n o	unknown
গেটসও	g e T sh O	unknown
গেটসকে	g e T sh k e	unknown
গেটসের	g e T sh e r	unknown
গেটাফে	g e T a ph e	unknown
গেটাফের	g e T a ph e r	unknown
গেটিং	g e T i ng	unknown
গেটিসবার্গ	g e T i sh b a r g	unknown
গেটের	g e T e r	unknown
গেড	g e D	unknown
গেডমি	g e D m i	unknown
গেন্ডারিয়া	g e n D a r i y a	unknown
গেতাফের	g e t a ph e r	unknown
গেদু	g e d u	unknown
গেনু	g e n u	unknown
গেন্ডা	g e n D a	unknown
গেন্ডারিয়ার	g e n D a r i y a r	unknown
গেন্ডারিয়ায়	g e n D a r i y a y	unknown
গেন্দা	g A n d a	unknown
গেন্দুক	g e n d u k	unknown
গেন্দুকুড়ি	g e n d u k u r i	unknown
গেন্নাদি	g e n n a d i	unknown
গেম	g e m	unknown
গেমগুলো	g e m g u l O	unknown
গেমটা	g e m T a	unknown
গেমটি	g e m T i	unknown
গেমটিতে	g e m T i t e	unknown
গেমটির	g e m T i r	unknown
গেমপ্ল্যান	g e m p l A n	unknown
গেমস	g e m sh	unknown
গেমসটা	g e m o sh T a	unknown
গেমসটি	g e m sh T i	unknown
গেমসে	g e m sh e	unknown
গেমসের	g e m sh e r	unknown
গেমার	g e m a r	unknown
গেমারকে	g e m a r k e	unknown
গেমারদের	g e m a r d e r	unknown
গেমাররা	g e m a r r a	unknown
গেমারের	g e m a r e r	unknown
গেমিং	g e m i ng	unknown
গেমে	g e m e	unknown
গেমের	g e m e r	unknown
গের	g e r	unknown
গেরন	g e r O n	unknown
গেরলিও	g e r l i O	unknown
গেরস্ত	g e r o sh th o	unknown
গেরস্থালি	g e r o sh th a l i	unknown
গেরস্থালির	g e r o sh th a l i r	unknown
গেরহার্ড	g e r o h a r D	unknown
গেরাকুল	g e r a k u l	unknown
গেরানি	g e r a n i	unknown
গেরামে	g e r a m e	unknown
গেরি	g e r i	unknown
গেরিলা	g e r i l a	unknown
গেরিলাদের	g e r i l a d e r	unknown
গেরিলার	g e r i l a r	unknown
গেরিলারা	g e r i l a r a	unknown
গেরুবাজ	g e r u b a j	unknown
গেরুয়া	g e r u y a	unknown
গেরো	g e r O	unknown
গেরোনিমো	g e r O n i m O	unknown
গেরোবাজ	g e r O b a j	unknown
গেরোর	g e r O r	unknown
গের্দ	g e r d o	unknown
গের্দা	g e r d a	unknown
গেল	g A l O	unknown
গেলই	g e l o i	unknown
গেলফান্ড	g e l ph a n D	unknown
গেলফান্ডের	g e l ph a n D e r	unknown
গেলবার	g A l O b a r	unknown
গেলমান	g e l m a n	unknown
গেলসন	g e l sh o n	unknown
গেলা	g e l a	unknown
গেলাতে	g e l a t e	unknown
গেলানো	g e l a n O	unknown
গেলাম	g e l a m	unknown
গেলার	g e l a r	unknown
গেলাস	g e l a sh	unknown
গেলি	g e l i	unknown
গেলুম	g e l u m	unknown
গেলে	g e l e	unknown
গেলেই	g e l e i	unknown
গেলেও	g e l e O	unknown
গেলেন	g A l e n	unknown
গেলো	g A l O	unknown
গেস্ট	g e sh T	unknown
গেস্টরুম	g e sh T o r u m	unknown
গেস্টহাউস	g e sh T h a u sh	unknown
গেস্টহাউসে	g e sh T h a u sh e	unknown
গেস্টাপো	g e sh T a p O	unknown
গেহ	g e h O	unknown
গেহু	g e h u	unknown
গেড়েছিল	g e r e chh i l	unknown
গেড়েছিলেন	g e r e chh i l e n	unknown
গেড়েছে	g e r e chh e	unknown
গেড়েছেন	g e r e chh e n	unknown
গেয়	g e y O	unknown
গেয়ান	g e y a n o	unknown
গেয়েই	g e y e i	unknown
গেয়েও	g e y e O	unknown
গেয়েছি	g e y e chh i	unknown
গেয়েছিলাম	g e y e chh i l a m	unknown
গেয়েছিলেন	g e y e chh i l e n	unknown
গেয়েছে	g e y e chh e	unknown
গেয়েছেন	g e y e chh e n	unknown
গ্যেজ	g A j	unknown
গ্যেটে	g e T e	unknown
গ্যেটের	g e T e r	unknown
গ্রে	g r e	unknown
গ্রেইন	g r e i n	unknown
গ্রেগ	g r e g	unknown
গ্রেগরি	g r e g o r i	unknown
গ্রেগরিয়ান	g r e g o r i y a n	unknown
গ্রেট	g r e T	unknown
গ্রেটদের	g r e T d e r	unknown
গ্রেটন	g r e T o n	unknown
গ্রেটব্যাচ	g r e T b A ch	unknown
গ্রেটব্যাচের	g r e T b A ch e r	unknown
গ্রেটরা	g r e T r a	unknown
গ্রেটার	g r e T a r	unknown
গ্রেটের	g r e T e r	unknown
গ্রেটেস্ট	g r e T e sh T o	unknown
গ্রেড	g r e D	unknown
গ্রেডভুক্ত	g r e D bh u k t o	unknown
গ্রেডিং	g r e D i ng	unknown
গ্রেডিয়েন্ট	g r e D i y e n T	unknown
গ্রেডে	g r e D e	unknown
গ্রেডের	g r e D e r	unknown
গ্রেন	g r e n	unknown
গ্রেনাডাইন	g r e n a D a i n	unknown
গ্রেনেড	g r e n e D	unknown
গ্রেনেডটি	g r e n e D T i	unknown
গ্রেনেডশহ	g r e n e D sh o h o	unknown
গ্রেনেডে	g r e n e D e	unknown
গ্রেনেডের	g r e n e D e r	unknown
গ্রেপ্তার	g r e p t a r	unknown
গ্রেপ্তারও	g r e p t a r O	unknown
গ্রেপ্তারকরা	g r e p t a r O k r a	unknown
গ্রেপ্তারকরে	g r e p t a r k O r e	unknown
গ্রেপ্তারকৃত	g r e p t a r k ri t O	unknown
গ্রেপ্তারকৃতদের	g r e p t a r k ri t O d e r	unknown
গ্রেপ্তারকৃতরা	g r e p t a r k ri t O r a	unknown
গ্রেপ্তারকে	g r e p t a r k e	unknown
গ্রেপ্তারদের	g r e p t a r d e r	unknown
গ্রেপ্তাররা	g r e p t a r r a	unknown
গ্রেপ্তারশহ	g r e p t a r sh o h o	unknown
গ্রেপ্তারসংক্রান্ত	g r e p t a r sh o ng k r a n t o	unknown
গ্রেপ্তারি	g r e p t a r i	unknown
গ্রেপ্তারে	g r e p t a r e	unknown
গ্রেপ্তারের	g r e p t a r e r	unknown
গ্রেপ্তারেরও	g r e p t a r e r O	unknown
গ্রেফতার	g r e ph t a r	unknown
গ্রেফতারকৃত	g r e ph t a r k ri t O	unknown
গ্রেফতারকৃতদের	g r e ph t a r k ri t O d e r	unknown
গ্রেফতারকৃতরা	g r e ph t a r k ri t O r a	unknown
গ্রেফতারি	g r e ph t a r i	unknown
গ্রেফতারে	g r e ph t a r e	unknown
গ্রেফতারের	g r e ph t a r e r	unknown
গ্রেভি	g r e bh i	unknown
গ্রের	g r e r	unknown
গ্রেস	g r e sh	unknown
গ্রেসামের	g r e sh a m e r	unknown
গ্লেন	g l e n	unknown
গ্লেনকোরের	g l e n k O r e r	unknown
গ্লেন্ডা	g l e n D a	unknown
গ্লেসনির	g l e sh o n i r	unknown
ঘেচি	gh e ch i	unknown
ঘেটু	gh e T u	unknown
ঘেটে	gh e T e	unknown
ঘেটেও	gh e T e O	unknown
ঘেশ	gh e sh	unknown
ঘেশতে	gh e sh t e	unknown
ঘেশা	gh e sh a | gh A sh a	unknown
ঘেশাঘেশি	gh e sh a gh e sh i | gh A sh a gh e sh i	unknown
ঘেশে	gh e sh e	unknown
ঘেশেই	gh e sh e i	unknown
ঘেংরাল	gh e ng r a l	unknown
ঘেইত	gh e i t	unknown
ঘেউ	gh e u	unknown
ঘেচু	gh e ch u	unknown
ঘেচড়া	gh e ch r a	unknown
ঘেটি	gh e T i	unknown
ঘেটুপুত্র	gh e T u p u t r O	unknown
ঘেটেল	gh e T e l	unknown
ঘেন	gh e n	unknown
ঘেন্না	gh e n n a	unknown
ঘেমে	gh e m e	unknown
ঘের	gh e r	unknown
ঘেরটি	gh e r T i	unknown
ঘেরমালিক	gh e r m a l i k	unknown
ঘেরা	gh e r a	unknown
ঘেরাও	gh e r a O	unknown
ঘেরাওয়ের	gh e r a O y e r	unknown
ঘেরাটোপ	gh e r a T O p	unknown
ঘেরাটোপে	gh e r a T O p e	unknown
ঘেরাটোপের	gh e r a T O p e r	unknown
ঘেরে	gh e r e	unknown
ঘেরের	gh e r e r	unknown
ঘেসে	gh e sh e	unknown
ঘেসেড়া	gh e sh e r a	unknown
ঘেসো	gh e sh O	unknown
ঘেসড়ানি	gh e sh r a n i	unknown
ঘেয়ো	gh e y O	unknown
চে	ch e	unknown
চেচাচ্ছে	ch e ch a ch chh e	unknown
চেচাতে	ch e ch a t e	unknown
চেচানো	ch A ch a n O	unknown
চেচামেচি	ch e ch a m e ch i | ch A ch a m e ch i	unknown
চেচামেচিতে	ch e ch a m e ch i t e	unknown
চেচামেচির	ch e ch a m e ch i r	unknown
চেচিয়ে	ch e ch i y e	unknown
চেচড়া	ch e ch o r a	unknown
চেছে	ch e chh e	unknown
চেং	ch e ng	unknown
চেংদু	ch e ng d u	unknown
চেংড়া	ch e ng r a	unknown
চেংয়ের	ch e ng y e r	unknown
চেইঞ্জ	ch e i n j	unknown
চেইন	ch e i n	unknown
চেইনটা	ch e i n T a	unknown
চেইনটি	ch e i n T i	unknown
চেইনে	ch e i n e	unknown
চেইনের	ch e i n e r	unknown
চেওনান	ch e O n a n	unknown
চেক	ch e k	unknown
চেক-ইনের	ch e k i n e r	unknown
চেকআপ	ch e k a p	unknown
চেকআপের	ch e k a p e r	unknown
চেকও	ch e k O	unknown
চেকটি	ch e k T i	unknown
চেকনাই	ch e k n a i	unknown
চেকপোস্ট	ch e k p O sh T	unknown
চেকপোস্টও	ch e k p O sh T o O	unknown
চেকপোস্টে	ch e k p O sh T e	unknown
চেকপোস্টের	ch e k p O sh T e r	unknown
চেকবই	ch e k b o i	unknown
চেকস	ch e k sh	unknown
চেকার	ch e k a r	unknown
চেকারের	ch e k a r e r	unknown
চেকার্সে	ch e k a r sh e	unknown
চেকিং	ch e k i ng	unknown
চেকিংয়ের	ch e k i ng y e r	unknown
চেকে	ch e k e	unknown
চেকের	ch e k e r	unknown
চেকোস্লোভাকিয়া	ch e k O sh l O bh a k i y a	unknown
চেকোস্লোভাকিয়ার	ch e k O sh l O bh a k i y a r	unknown
চেখভের	ch e kh o bh e r	unknown
চেখে	ch e kh e	unknown
চেংগি	ch e ng g i	unknown
চেংগিস	ch e ng g i sh	unknown
চেংগুটিয়া	ch e ng g u T i y a	unknown
চেচনিয়া	ch e ch n i y a	unknown
চেচনিয়ার	ch e ch n i y a r	unknown
চেচনিয়ায়	ch e ch n i y a y	unknown
চেচান	ch e ch a n	unknown
চেচেন	ch e ch e n	unknown
চেজ	ch e j	unknown
চেজার	ch e j a r	unknown
চেঞ্জ	ch e n j	unknown
চেঞ্জমেকার	ch e n j m e k a r	unknown
চেঞ্জার	ch e n j a r	unknown
চেঞ্জিং	ch e n j i ng	unknown
চেঞ্জের	ch e n j e r	unknown
চেটিয়া	ch e T i y a	unknown
চেটিয়াকে	ch e T i y a k e	unknown
চেটিয়ার	ch e T i y a r	unknown
চেটে	ch e T e	unknown
চেটেপুটে	ch e T e p u T e	unknown
চেতক	ch e t o k	unknown
চেতকি	ch e t O k i	unknown
চেতন	ch e t O n	unknown
চেতনা	ch e t O n a	unknown
চেতনাই	ch e t O n a i	unknown
চেতনাও	ch e t O n a O	unknown
চেতনাকে	ch e t O n a k e	unknown
চেতনাগত	ch e t o n a g o t o	unknown
চেতনাগতভাবে	ch e t o n a g o t o bh a b e	unknown
চেতনাটি	ch e t o n a T i	unknown
চেতনানাশক	ch e t O n a n a sh O k	unknown
চেতনাবিরোধি	ch e t O n a b i r O dh i | ch e t o n a b i r O dh i	unknown
চেতনাবোধ	ch e t o n a b O dh	unknown
চেতনার	ch e t O n a r	unknown
চেতনাসংবলিত	ch e t o n a sh o ng b o l i t o	unknown
চেতনাসম্পন্ন	ch e t o n a sh o m p o n n o	unknown
চেতনায়	ch e t o n a y	unknown
চেতা	ch e t a	unknown
চেতেশ্বর	ch e t e sh sh o r	unknown
চেত্তা	ch e t t a	unknown
চেদি	ch e d i	unknown
চেন	ch e n O	unknown
চেনকে	ch e n k e	unknown
চেনজার	ch e n j a r	unknown
চেনা	ch e n a	unknown
চেনাই	ch e n a i	unknown
চেনাজানা	ch e n a j a n a	unknown
চেনাতে	ch e n a t e	unknown
চেনান	ch e n a n	unknown
চেনানো	ch e n a n O	unknown
চেনানোর	ch e n a n O r	unknown
চেনাব	ch e n a b o	unknown
চেনাবে	ch e n a b e	unknown
চেনার	ch e n a r	unknown
চেনালেন	ch e n a l e n	unknown
চেনি	ch e n i	unknown
চেনিকে	ch e n i k e	unknown
চেনির	ch e n i r	unknown
চেনে	ch e n e	unknown
চেনেন	ch e n e n	unknown
চেনের	ch e n e r	unknown
চেনো	ch e n O	unknown
চেন্নাই	ch e n n a i	unknown
চেন্নাইকে	ch e n n a i k e	unknown
চেন্নাইতে	ch e n n a i t e	unknown
চেন্নাইয়ে	ch e n n a i y e	unknown
চেন্নাইয়ের	ch e n n a i y e r	unknown
চেপটা	ch e p T a	unknown
চেপা	ch e p a	unknown
চেপে	ch e p e	unknown
চেপেই	ch e p e i	unknown
চেপেছে	ch e p e chh e	unknown
চেপ্টা	ch A p T a	unknown
চেব	ch e b	unknown
চেবেল্লা	ch e b e l l a	unknown
চেমচায়না	ch e m ch a y n a	unknown
চেমন	ch e m o n	unknown
চেম্বার	ch e m b a r	unknown
চেম্বারও	ch e m b a r O	unknown
চেম্বারকে	ch e m b a r k e	unknown
চেম্বারগুলোর	ch e m b a r g u l O r	unknown
চেম্বারশহ	ch e m b a r sh o h o	unknown
চেম্বারস	ch e m b a r sh	unknown
চেম্বারে	ch e m b a r e	unknown
চেম্বারের	ch e m b a r e r	unknown
চেম্বার্স	ch e m b a r sh	unknown
চের	ch e r	unknown
চেরনোবিল	ch e r O n O b i l	unknown
চেরনোবিলে	ch e r o n O b i l e	unknown
চেরনোবিলের	ch e r o n O b i l e r	unknown
চেরা	ch e r a	unknown
চেরাংঘাটা	ch e r a ng gh a T a	unknown
চেরাই	ch e r a i	unknown
চেরাগ	ch e r a g	unknown
চেরাগআলি	ch e r a g a l i	unknown
চেরাগি	ch e r a g i	unknown
চেরাগের	ch e r a g e r	unknown
চেরাডাংগি	ch e r a D a ng g i	unknown
চেরাপুঞ্জি	ch e r a p u n j i	unknown
চেরি	ch e r i	unknown
চেরিপুরি	ch e r i p u r i	unknown
চেরিল	ch e r i l	unknown
চেরুকুরি	ch e r u k u r i	unknown
চেরেনকোভ	ch e r e n k O bh	unknown
চেরয়াট	ch e r y a T o	unknown
চেল	ch e l	unknown
চেলসি	ch e l sh i	unknown
চেলসিও	ch e l sh i O	unknown
চেলসিকে	ch e l sh i k e	unknown
