word	phoneme	tag
চক্ষুবিশেশজ্ঞ	ch o kkh u b i sh e sh o g g o	tatsama
চট্ট	ch o T T o	native
চট্টগ্রামসংক্রান্ত	ch o T T o gr a m sh o ng kr a nt o	compound
চতুরশ্ব	ch O t u r o sh sh O	tatsama
চতুরস্র	ch O t u r o s r O	native
চতুর্থ	ch O t u r th O	native
চতুর্বর্গ	ch O t u r b o r g O	native
চতুর্বর্ন	ch O t u r b o r n O	native
চতুশ্ক	ch O t u sh k O	native
চতুশ্কন্ধ	ch O t u sh k O ndh O	tatsama
চতুশ্পার্শ্ব	ch O t u sh p a r sh O	tatsama
চন্ড	ch o n D O	native
চন্দ	ch o nd O	native
চন্দ্র	ch o ndr O	native
চন্দ্রগঞ্জ	ch o ndr O g o nj	tatsama
চন্দ্রগুপ্ত	ch o ndr O g u p t O	native
চন্নামেত্ত	ch o nn a m e tt a	native
চমৎকারিত্ব	ch o m o t k a r i tt o	tatsama
চরমপত্র	ch o r o m p o tr O	native
চরমভাবাপন্ন	ch o r o m bh a b a p o nn o	native
চরমোৎকর্ষ	ch o r O m O t k o r sh O	tatsama
চরসংলগ্ন	ch o r sh o ng l o g n o	native
চরানন্দ	ch o r a n o nd o	native
চরিতার্থ	ch O r i t a r th O	native
চরিত্র	ch O r i tr O	native
চর্চাকেন্দ্র	ch o r ch a k e ndr O	native
চর্ব	ch o r b o	native
চর্বিজুক্ত	ch O r b i j u kt O	native
চর্ব্য	ch o r b b o	native
চর্ম	ch o r m O	native
চর্য	ch o r j O	native
চলচিত্র	ch o l O ch i tr O	native
চলচ্চিত্র	ch o l O ch ch i tr O	native
চলচ্চিত্রকেন্দ্র	ch o l O ch ch i tr O k e ndr O	compound
চলচ্চিত্রশিল্প	ch o l O ch ch i tr O sh i l p o	compound
চলচ্চিত্রসংশ্লিশ্ট	ch o l O ch ch i tr O sh o ng sh l i sh T o	compound
চলন্ত	ch o l O nt O	native
চল্লিশোর্ধ	ch O l l i sh O r dh O	native
চল্লিশোর্ধ্ব	ch O l l i sh O r dh O	tatsama
চাইল্ড	ch a i l D	native
চাইয়াপর্ন	ch a i y a p o r n	native
চাওয়ামাত্র	ch a O y a m a tr O	native
চাকচিক্য	ch a k ch i k k O	native
চাকরিসংক্রান্ত	ch a k r i sh o ng kr a nt o	compound
চাকাজুক্ত	ch a k a j u kt O	native
চাঞ্চল্য	ch a nch o l l O	tatsama
চাতুর্বর্ন্য	ch a t u r m o r n O	native
চাতুর্মাস্য	ch a t u r m a sh sh O	native
চাতুর্য	ch a t u r j o	native
চানক্য	ch a n O k k O	native
চান্দ	ch a nd	native
চান্দ্র	ch a ndr O	native
চান্দ্রবর্ষ	ch a ndr O b o r sh o	tatsama
চান্স	ch a n s	loanword
চাপমুক্ত	ch a p m u kt O	native
চাপাইনবাবগঞ্জ	ch a p a i n o b a b g o nj	compound
চামুক্ষ	ch a m u kkh O	tatsama
চামড়াশিল্প	ch a m r a sh i l p o	native
চারনক্ষেত্র	ch a r o n kh e tr O	tatsama
চারিত্র	ch a r i tr O	native
চারিত্র্য	ch a r i t r o	native
চার্চ	ch a r ch	native
চার্জ	ch a r j	loanword
চার্জশিটভুক্ত	ch a r j sh i T bh u kt O	loanword
চার্জার্স	ch a r j a r s	native
চার্ট	ch a r T	loanword
চার্টার্ড	ch a r T a r D	loanword
চার্ম	ch a r m O	native
চার্ল	ch a r l o	native
চালকের লাইসেন্স	ch a l O k e r | l a i s e n s	compound
চালচিত্র	ch a l ch i tr O	native
চালাচ্ছ	ch a l a ch chh o	native
চালেঞ্জ	ch a l e nj	tatsama
চাশজোগ্য	ch a sh j O g g O	native
চাশাবাদজোগ্য	ch a sh a b a d j O g g o	native
চাষযোগ্য	ch a sh j O g g O	tatsama
চাহিদাপত্র	ch a h i d a p o tr O	native
চাহিদাসম্পন্ন	ch a h i d a sh o mp o nn O	native
চিংফোর্ড	ch i ng ph O r D	native
চিকিত্সাকেন্দ্র	ch i k i t sh a k e ndr O	compound
চিকিৎসাকেন্দ্র	ch i k i t sh a k e ndr O	compound
চিকিৎসাপত্র	ch i k i t sh a p o tr O	native
চিকিৎসাশাস্ত্র	ch i k i t sh a sh a s t r O	compound
চিকিৎসাসংক্রান্ত	ch i k i t sh a sh o ng kr a nt O	compound
চিকিৎসাসংশ্লিশ্ট	ch i k i t sh a sh o ng sh l i sh T o	compound
চিঠিপত্র	ch i Th i p o tr O	native
চিতাভস্ম	ch i t a bh o sh m o	native
চিত্ত	ch i tt O	native
চিত্র	ch i tr O	native
চিত্রকর্ম	ch i tr O k o r m O	native
চিত্রকল্প	ch i tr O k o l p O	native
চিত্রগুপ্ত	ch i tr O g u p t O	native
চিত্রনাট্য	ch i tr O n a T T O	native
চিত্রশিল্প	ch i tr O sh i l p o	native
চিদানন্দ	ch i d a n o nd O	native
চিনিজুক্ত	ch i n i j u kt O	native
চিনিশিল্প	ch i n i sh i l p o	native
চিন্তাগ্রস্ত	ch i nt a gr O st o	native
চিন্তামুক্ত	ch i nt a m u kt O	native
চিপ্স	ch i p s	native
চিরকৃতজ্ঞ	ch i r k ri t o g g o	tatsama
চিরসত্য	ch i r o sh o t t o	native
চিরানন্দ	ch i r a n o nd O	native
চিরান্ধ	ch i r a ndh O	tatsama
চিরাভ্যস্ত	ch i r a b bh O st O	native
চির্ন	ch i r n O	native
চিহ্ন	ch i n n O	native
চিহ্নমাত্র	ch i n h o m a tr O	native
চিয়ার্স	ch i y a r sh	native
চুক্তিপত্র	ch u kt i p o tr O	native
চুক্তিবদ্ধ	ch u kt i b o d dh O	tatsama
চুক্তিভুক্ত	ch u kt i bh u kt o	native
চুক্তিমুল্য	ch u kt i m u l l o	native
চুড়ান্ত	ch u r a nt O	native
চুম্বকত্ব	ch u mb O k o tt O	tatsama
চুর্ন	ch u r n o	native
চুর্নবিচুর্ন	ch u r n o b i ch u r n o	native
চুশব্দ	ch u sh o b d O	native
চুশ্য	ch u sh sh o	native
চুড়ান্ত	ch u r a nt o	native
চুয়ান্ন	ch u y a nn O	native
চূড়ান্ত	ch u r a nt O	native
চেইঞ্জ	ch e i nj	loanword
চেকপোস্ট	ch e k p O s T	loanword
চেঞ্জ	ch e nj O	loanword
চেতনাসম্পন্ন	ch e t o n a sh o mp o nn o	native
চেম্বার্স	ch e mb a r s	loanword
চেশ্ট	ch e sh T o	native
চেশ্টাচরিত্র	ch e sh T a ch o r i tr O	native
চেস্ট	ch e s T	loanword
চৈত্র	ch oi tr O	proper_noun
চোইতন্য	ch O i t o n n o	native
চোইত্য	ch O i t t O	native
চোইত্র	ch O i tr O	native
চোউদ্দ	ch O u d d o	native
চোউম্বকত্ব	ch O u mb o k o tt o	tatsama
চোউর্য	ch O u r j O	native
চোকার্স	ch O k a r s	native
চোরাইপন্য	ch O r a i p o n n o	native
চোশ্য	ch O sh sh o	native
চোস্ত	ch O st O	native
চোয়ালবদ্ধ	ch O y a l b o d dh o	tatsama
চৌদ্দ	ch ou d d O	native
চ্যাম্প	ch A mp	native
চ্যাম্পিয়ন্স	ch A mp i y o n s	loanword
চ্যালেঞ্জ	ch A l e nj	loanword
চ্যালেঞ্জজোগ্য	ch A l e nj j O g g o	compound
চ্যালেঞ্জপুর্ন	ch A l e nj p u r n o	compound
চ্যালেঞ্জার্স	ch A l e nj a r s	loanword
ছতিছন্ন	chh O t i chh o nn O	native
ছত্র	chh o tr O	native
ছদ্ম	chh o d d O	tatsama
ছন্দ	chh o nd O	native
ছন্দবন্ধ	chh o nd O b o ndh O	tatsama
ছন্দোবদ্ধ	chh o nd O b o d dh O	tatsama
ছন্ন	chh o nn O	native
ছবিজুক্ত	chh O b i j u kt O	native
ছবিবিশিশ্ট	chh O b i b i sh i sh T O	native
ছবিযুক্ত	chh O b i j u kt O	native
ছাড়পত্র	chh a r p o tr O	native
ছাত্র	chh a tr O	native
ছাত্রত্ব	chh a tr O tt O	tatsama
ছাত্রনেতৃত্ব	chh a tr O n e tr i t t o	tatsama
ছাত্রফ্রন্ট	chh a tr O ph r O n T	loanword
ছাত্রিবৃন্দ	chh a tr i b ri nd o	tatsama
ছান্দ	chh a nd O	native
ছান্দোগ্য	chh a nd O g g O	native
ছাপচিত্র	chh a p ch i tr O	native
ছাপ্পান্ন	chh a p p a nn O	native
ছালিক্য	chh a l i k k O	native
ছাড়পত্র	chh a r p o tr O	native
ছিদ্র	chh i d r O	native
ছিদ্রজুক্ত	chh i d r O j u kt O	native
ছিন্ড	chh i n D O	native
ছিন্ন	chh i nn O	native
ছিন্নবিচ্ছিন্ন	chh i nn o b i ch chh i nn o	compound
ছিন্নভিন্ন	chh i nn O bh i nn O	native
ছুটন্ত	chh u T O nt O	native
ছেলেপক্ষ	chh e l e p o kkh O	tatsama
ছোটগল্প	chh O T O g o l p O	native
ছোট্ট	chh O T T o	native
ছয়তলাবিশিশ্ট	chh o y t o l a b i sh i sh T o	native
জংগলাকির্ন	j o ng g o l a k i r n o	native
জংগিবাদমুক্ত	j o ng g i b a d m u kt o	native
জংগিমুক্ত	j o ng g i m u kt o	native
জংগিসংশ্লিশ্ট	j o ng g i sh o ng sh l i sh T o	compound
জইশ্ঠ্য	j O i sh Th O	native
জকিগঞ্জ	j o k i g o nj o	tatsama
জক্ষ	j O kkh O	tatsama
জগঝম্প	j o g O jh o mp O	native
জগদিশচন্দ্র	j o g o d i sh ch o ndr O	native
জগদীশচন্দ্র	j o g O d i sh ch o ndr O	native
জগদ্বরেন্য	j o g O d b o r e n n O	native
জগবন্ধ	j o g b o ndh i	tatsama
জগানন্দ	j o g a n o nd O	native
জগ্ধ	j o g dh O	native
জঘন্য	j o gh O n n O	native
জজকোর্ট	j o j k O r T	native
জজুর্বেন্দ্র	j o j u r b e ndr O	native
জজ্ঞ	j o g g O	tatsama
জটিলতামুক্ত	j o T i l o t a m u kt o	native
জড়জন্ত্র	j o r o j o nt r O	native
জতিন্দ্র	j o t i ndr O	native
জতুপর্ন	j o t u p o r n o	native
জত্ত	j o tt o	native
জত্ন	j o t n O	native
জত্র	j o tr O	native
জত্রতত্র	j o tr O t o tr O	native
জত্সামান্য	j o t sh a m a n j o	native
জথাজোগ্য	j o th a j O g g O	native
জথার্থ	j o th a r th O	native
জথাসাধ্য	j o th a sh a d dh O	native
জথেচ্ছ	j o th e ch chh O	native
জথেশ্ট	j o th e sh T O	native
জথেশ্ঠ	j o th e sh Th O	native
জথোক্ত	j o th O kt O	native
জথোপজুক্ত	j o th O p O j u kt O	native
জদ্ভবিশ্য	j o d bh O b i sh sh O	native
জনকন্ঠ	j o n O k o n Th O	native
জনগুরুত্ব	j o n o g u r u tt o	tatsama
জনগুরুত্বপুর্ন	j o n O g u r u t t O p u r n O	tatsama
জনগুরুত্বপূর্ণ	j o n O g u r u tt O p u r n O	tatsama
জনগুরুত্বসম্পন্ন	j o n o g u r u tt o sh o mp o nn o	tatsama
জনঘনত্ব	j o n o gh o n o tt o	tatsama
জনজুদ্ধ	j o n O j u d dh O	tatsama
জনপ্রতিনিধিত্ব	j o n o pr O t i n i dh i tt o	tatsama
জনবসতিপুর্ন	j o n o b o sh o t i p u r n o	native
জনবিচ্ছিন্ন	j o n O b i ch chh i nn O	native
জনমানবশুন্য	j o n o m a n o b sh u n n o	native
জনশুন্য	j o n O sh u n n O	native
জনশূন্য	j o n O sh u n n O	native
জনসংখ্যাতত্ত্ব	j o n o sh o ng kh a t o t t o	tatsama
জনসংখ্যাধিক্য	j o n o sh o ng kh a dh i k k o	compound
জনসংশ্লিশ্ট	j o n o sh o ng sh l i sh T o	native
জনসমুদ্র	j o n O sh O m u d r O	native
জনসম্পৃক্ত	j o n O sh O mp ri kt O	tatsama
জনস্বার্থ	j o n O sh a r th O	tatsama
জনস্বার্থসংশ্লিশ্ট	j o n o sh a r th o sh o ng sh l i sh T o	tatsama
জনস্বাস্থ্য	j o n o sh a s th o	tatsama
জনাকির্ন	j o n a k i r n O	native
জনান্ত	j o n a nt O	native
জনারন্য	j o n a r O n n O	native
জনিত্র	j O n i tr O	native
জন্ত্র	j o n t r O	native
জন্ম	j o n m O	native
জন্মবর্ষ	j o n m o b o r sh o	tatsama
জন্মবৃত্তান্ত	j o n m o b ri tt a nt o	tatsama
জন্মরহস্য	j o n m o r o h o sh sh o	native
জন্মলগ্ন	j o n m o l o g n O	native
জন্মশতবর্ষ	j o n m O sh o t O b o r sh O	tatsama
জন্মসুত্র	j o n m o sh u tr O	native
জন্মান্ধ	j o n m a ndh O	tatsama
জন্মাবচ্ছিন্ন	j o n m a b O ch chh i nn O	compound
জন্য	j O n n O	native
জন্স	j o n s	loanword
জবরদস্ত	j o b o r d o st o	native
জবাবদিহিপুর্ন	j o b a b d i h i p u r n o	compound
জব্দ	j o b d O	native
জব্ধ	j o b d o	native
জমিজমাসংক্রান্ত	j O m i j o m a sh o ng kr a nt O	compound
জমিসংক্রান্ত	j O m i sh o ng kr a nt O	native
জরথুস্ত	j o r O th u st	native
জরাগ্রস্ত	j o r a gr O st o	native
জরাজির্ন	j o r a j i r n O	native
জরাজীর্ণ	j o r a j i r n O	tatsama
জরাসন্ধ	j o r a sh o ndh O	tatsama
জরিপপত্র	j o r i p p o tr O	native
জরিপভুক্ত	j o r i p bh u kt o	native
জর্জ	j o r j	proper_noun
জলছত্র	j o l chh o tr O	native
জলজ্যান্ত	j o l O j A nt O	native
জলন্ত	j o l O nt O	native
জলবসন্ত	j o l b o sh O nt O	native
জলবায়ুবিপন্ন	j o l o b a y u b i p o nn o	native
জলবিদ্যুেকন্দ্র	j o l o b i d d u t k e ndr O	compound
জলবিদ্যুৎকেন্দ্র	j o l o b i d d u t k e ndr O	compound
জলমগ্ন	j o l m o g n O	native
জলসিমাসংলগ্ন	j o l sh i m a sh o ng l o g n o	native
জলাবদ্ধ	j o l a b o d dh O	tatsama
জলাবদ্ধতামুক্ত	j o l a b o d dh O t a m u kt O	tatsama
জলাবর্ত	j o l a b o r t O	native
জলার্দ্র	j o l a r d r O	native
জল্প	j o l p O	native
জশবন্ত	j o sh b O nt O	native
জশোবন্ত	j o sh O b o nt o	native
জাঁকজমকপূর্ণ	j a~ k j o m O k p u r n O	tatsama
জাওয়ামাত্র	j a O y a m a tr O	native
জাকজমকপুর্ন	j a k j o m O k p u r n O	native
জাকারবার্গ	j a k a r b a r g	native
জাগজজ্ঞ	j a g j o g g j o	tatsama
জাচাইজোগ্য	j a ch a i j O g g o	native
জাচ্ছ	j a ch chh o	native
জাজ্ঞবল্ক্য	j a g g O b o l k O	tatsama
জাজ্ঞিকান্ন	j a g o g i k o nn O	tatsama
জাজ্য	j a j j o	native
জাতব্য	j a t O b b O	native
জাথাতথ্য	j a th a t O t th O	native
জাথার্থ্য	j a th a r th O	native
জানজটপুর্ন	j a n j o T o p u r n o	native
